TotalCharges,TotalCharges,tenure,Churn
3969.4,3969.4,46,Yes
4860.85,4860.85,61,No
788.05,788.05,29,No
1266.35,1266.35,25,No
470.95,470.95,5,Yes
688.2,688.2,15,No
387.7,387.7,19,No
845.25,845.25,44,No
560.6,560.6,6,Yes
4230.25,4230.25,58,No
4983.05,4983.05,62,No
4113.15,4113.15,70,No
25.7,25.7,1,Yes
521,521,10,No
471.85,471.85,26,No
5976.9,5976.9,66,No
506.9,506.9,7,Yes
4299.75,4299.75,51,No
7548.6,7548.6,72,No
1654.75,1654.75,65,No
80.35,80.35,2,Yes
4551.5,4551.5,70,No
6227.5,6227.5,72,No
20.05,20.05,1,No
76.4,76.4,1,Yes
514,514,5,Yes
57.5,57.5,3,No
1474.35,1474.35,58,No
880.2,880.2,22,Yes
3270.25,3270.25,33,No
69.95,69.95,1,Yes
3919.15,3919.15,54,No
7285.7,7285.7,72,No
93.3,93.3,1,Yes
169.05,169.05,3,Yes
7658.3,7658.3,72,No
5959.3,5959.3,72,No
5295.7,5295.7,54,No
4693.2,4693.2,59,No
3512.9,3512.9,54,No
5231.2,5231.2,60,No
3603.45,3603.45,60,No
217.45,217.45,3,No
6875.35,6875.35,69,No
19.25,19.25,1,No
2021.35,2021.35,50,No
2564.95,2564.95,56,No
5611.75,5611.75,60,No
7610.1,7610.1,69,No
35.05,35.05,1,Yes
73,73,1,Yes
45.75,45.75,3,No
4543.95,4543.95,60,No
450.4,450.4,13,No
1297.35,1297.35,62,No
4442.75,4442.75,45,No
1423.15,1423.15,25,No
4378.35,4378.35,44,No
74.2,74.2,2,No
2716.3,2716.3,33,Yes
70.1,70.1,1,Yes
450.65,450.65,22,No
1175.85,1175.85,35,No
558.8,558.8,29,No
2220.1,2220.1,27,No
3283.05,3283.05,54,No
142.35,142.35,2,Yes
4939.25,4939.25,57,No
4237.5,4237.5,62,No
335.95,335.95,15,No
33.2,33.2,2,Yes
7188.5,7188.5,70,No
926.25,926.25,21,No
1119.35,1119.35,23,No
116.6,116.6,6,No
68.8,68.8,4,No
287.4,287.4,3,Yes
2341.55,2341.55,23,No
1362.85,1362.85,26,No
163.6,163.6,8,No
2254.2,2254.2,26,Yes
145.15,145.15,2,No
7752.3,7752.3,67,Yes
6585.35,6585.35,71,Yes
4786.1,4786.1,59,No
3835.55,3835.55,39,No
397,397,21,No
19.7,19.7,1,Yes
1027.25,1027.25,48,No
1580.1,1580.1,31,No
7222.75,7222.75,64,No
3769.7,3769.7,46,No
4233.95,4233.95,52,No
1680.25,1680.25,67,No
3725.5,3725.5,67,No
413.65,413.65,5,Yes
7707.7,7707.7,71,No
714.15,714.15,9,Yes
2497.2,2497.2,26,Yes
8309.55,8309.55,71,No
601.55,601.55,32,No
139.25,139.25,2,No
1888.25,1888.25,71,No
2773.9,2773.9,60,No
5409.75,5409.75,55,No
5643.4,5643.4,54,Yes
197.7,197.7,2,Yes
401.3,401.3,6,No
3238.4,3238.4,48,No
1573.05,1573.05,63,No
79.15,79.15,1,Yes
235.8,235.8,12,No
1364.75,1364.75,54,No
1985.15,1985.15,30,No
655.85,655.85,30,Yes
303.15,303.15,4,Yes
4335.2,4335.2,40,No
647.5,647.5,9,No
1574.45,1574.45,17,Yes
2748.7,2748.7,62,No
2483.65,2483.65,28,No
6367.2,6367.2,70,No
4904.2,4904.2,46,No
2044.95,2044.95,23,No
1794.8,1794.8,47,No
7173.15,7173.15,68,No
6441.4,6441.4,60,Yes
7039.05,7039.05,67,No
921.4,921.4,14,No
4018.35,4018.35,57,No
5448.6,5448.6,55,No
20.25,20.25,1,No
49.9,49.9,1,Yes
2085.45,2085.45,23,No
1358.85,1358.85,13,Yes
5135.15,5135.15,47,No
730.1,730.1,38,No
2869.85,2869.85,38,Yes
118.25,118.25,2,No
49.25,49.25,1,Yes
1108.6,1108.6,15,No
1815.65,1815.65,26,No
730.4,730.4,35,No
75.45,75.45,3,No
5071.05,5071.05,50,Yes
4014.6,4014.6,42,No
568.85,568.85,10,No
5860.7,5860.7,61,No
7279.35,7279.35,68,No
1064.95,1064.95,10,No
5769.6,5769.6,65,Yes
5886.85,5886.85,72,No
4238.45,4238.45,55,No
20.3,20.3,1,Yes
418.3,418.3,7,No
136.05,136.05,2,No
708.2,708.2,9,No
788.55,788.55,27,No
700.85,700.85,7,Yes
4378.8,4378.8,64,No
3442.8,3442.8,70,No
181.7,181.7,2,Yes
7171.7,7171.7,67,No
4016.85,4016.85,45,Yes
553,553,24,No
96.85,96.85,4,No
4122.9,4122.9,44,No
1482.3,1482.3,72,No
74.3,74.3,1,Yes
1240.8,1240.8,66,No
44.65,44.65,1,Yes
1095.3,1095.3,13,Yes
788.8,788.8,10,Yes
6578.55,6578.55,65,No
19.55,19.55,1,No
2802.3,2802.3,38,No
857.75,857.75,23,No
184.4,184.4,10,No
364.55,364.55,4,Yes
6093.3,6093.3,72,No
1861.1,1861.1,35,No
20.4,20.4,1,Yes
1079.65,1079.65,58,No
7475.1,7475.1,70,No
2862.55,2862.55,38,No
3069.45,3069.45,60,No
2349.8,2349.8,26,No
469.25,469.25,8,No
4213.35,4213.35,41,Yes
3301.05,3301.05,36,No
3529.95,3529.95,54,No
7723.7,7723.7,71,Yes
4144.9,4144.9,55,No
4265,4265,72,No
154.65,154.65,3,Yes
3246.45,3246.45,54,No
8337.45,8337.45,72,No
5731.4,5731.4,52,No
6176.6,6176.6,60,No
1905.4,1905.4,39,No
931.9,931.9,15,No
7348.8,7348.8,69,Yes
776.25,776.25,43,No
5243.05,5243.05,63,No
141.65,141.65,2,No
7679.65,7679.65,72,No
2954.5,2954.5,32,Yes
1006.9,1006.9,40,No
2540.1,2540.1,58,No
3097.2,3097.2,67,No
3807.35,3807.35,51,Yes
2484,2484,31,No
5785.65,5785.65,69,No
2619.15,2619.15,32,No
1524.85,1524.85,21,No
2790.65,2790.65,52,No
1784.5,1784.5,72,No
3937.45,3937.45,72,Yes
2276.1,2276.1,52,No
2029.05,2029.05,41,No
802.35,802.35,41,No
418.4,418.4,6,Yes
4653.25,4653.25,67,No
275.9,275.9,16,No
343.45,343.45,17,No
2130.45,2130.45,35,No
1191.4,1191.4,58,No
50.5,50.5,1,Yes
2554,2554,52,No
5589.45,5589.45,70,No
467.7,467.7,19,No
74.4,74.4,1,Yes
3756.45,3756.45,35,No
3334.9,3334.9,32,No
920.5,920.5,17,No
3431.75,3431.75,67,No
150.35,150.35,9,No
2587.7,2587.7,31,Yes
367.95,367.95,4,No
5125.75,5125.75,58,No
4801.1,4801.1,60,No
6219.6,6219.6,58,Yes
19.55,19.55,1,No
550.1,550.1,27,No
7862.25,7862.25,66,No
1242.2,1242.2,15,No
4871.05,4871.05,47,Yes
3190.65,3190.65,41,No
2666.75,2666.75,59,No
3533.6,3533.6,50,No
792.15,792.15,17,No
295.65,295.65,6,No
1459.35,1459.35,51,No
4398.15,4398.15,44,Yes
4297.95,4297.95,49,No
167.3,167.3,2,Yes
4096.9,4096.9,59,No
3454.6,3454.6,50,No
1286,1286,59,No
1387,1387,18,No
786.3,786.3,10,No
641.25,641.25,14,No
705.45,705.45,35,No
345.5,345.5,8,No
345.9,345.9,18,No
5811.8,5811.8,60,No
94.4,94.4,1,Yes
124.45,124.45,6,No
1375.6,1375.6,19,No
3491.55,3491.55,53,No
7920.7,7920.7,72,No
6640.7,6640.7,60,No
55,55,1,Yes
718.1,718.1,13,No
320.4,320.4,5,No
101.45,101.45,1,Yes
1334.45,1334.45,13,No
3358.65,3358.65,37,No
4764,4764,64,No
350.3,350.3,5,Yes
5703,5703,61,No
69.5,69.5,1,Yes
18.85,18.85,1,Yes
525.55,525.55,26,No
69.2,69.2,1,Yes
483.15,483.15,24,No
934.8,934.8,17,No
786.5,786.5,26,No
69.65,69.65,1,Yes
4086.3,4086.3,40,Yes
5364.8,5364.8,52,No
82.3,82.3,1,Yes
20.3,20.3,1,No
770.4,770.4,21,No
6816.95,6816.95,67,No
2419.55,2419.55,44,No
4138.7,4138.7,70,No
267.6,267.6,3,Yes
3457.45,3457.45,56,No
1115.2,1115.2,13,Yes
5435.6,5435.6,58,Yes
4186.3,4186.3,42,Yes
25.05,25.05,1,Yes
4630.2,4630.2,46,No
3221.25,3221.25,63,No
688.5,688.5,11,No
867.1,867.1,15,No
4746.05,4746.05,72,No
712.85,712.85,29,Yes
48.95,48.95,1,Yes
355.1,355.1,6,No
45.3,45.3,1,Yes
5764.7,5764.7,63,No
167.3,167.3,2,Yes
428.45,428.45,18,No
1505.35,1505.35,43,No
693.45,693.45,15,No
930.4,930.4,10,Yes
1177.95,1177.95,55,No
5069.65,5069.65,49,Yes
324.25,324.25,6,Yes
1458.1,1458.1,70,No
156.4,156.4,2,Yes
2298.9,2298.9,63,No
1679.65,1679.65,25,No
369.6,369.6,18,No
2998,2998,28,No
5206.55,5206.55,53,No
3626.1,3626.1,35,Yes
24.4,24.4,1,No
7968.85,7968.85,70,Yes
152.45,152.45,2,Yes
1959.5,1959.5,26,No
2053.05,2053.05,34,No
398.55,398.55,19,No
1130.85,1130.85,15,Yes
3425.35,3425.35,62,No
4323.45,4323.45,42,Yes
703.55,703.55,9,Yes
1275.7,1275.7,24,No
2965.75,2965.75,68,No
1647,1647,31,No
56.25,56.25,1,Yes
2249.95,2249.95,21,Yes
6109.75,6109.75,63,No
159.4,159.4,2,Yes
3751.15,3751.15,61,No
68.65,68.65,1,Yes
411.25,411.25,18,No
105.5,105.5,6,No
3320.6,3320.6,33,No
327.45,327.45,16,Yes
5669.5,5669.5,56,No
465.45,465.45,23,No
704.3,704.3,9,No
1369.8,1369.8,14,Yes
1107.25,1107.25,15,Yes
95.55,95.55,5,No
6375.2,6375.2,61,No
8152.3,8152.3,70,No
1566.75,1566.75,15,No
130.25,130.25,8,No
162.15,162.15,8,No
110.05,110.05,4,No
1885.15,1885.15,34,No
6302.85,6302.85,68,No
2264.5,2264.5,45,No
816.8,816.8,9,No
1253.5,1253.5,22,No
41.2,41.2,2,No
5265.55,5265.55,70,No
693.3,693.3,10,No
5997.1,5997.1,72,No
3824.2,3824.2,49,No
3886.05,3886.05,54,No
7283.25,7283.25,71,No
412.55,412.55,22,No
1070.25,1070.25,50,No
817.95,817.95,43,No
1171.3,1171.3,45,No
6548.65,6548.65,64,No
625.65,625.65,23,No
1911.5,1911.5,68,No
70.85,70.85,1,Yes
134.7,134.7,2,Yes
1507,1507,26,No
2978.3,2978.3,55,Yes
299.3,299.3,14,No
5832.65,5832.65,71,No
5567.55,5567.55,64,No
450.8,450.8,7,Yes
4166.35,4166.35,57,No
1215.6,1215.6,13,Yes
91.7,91.7,3,Yes
7898.45,7898.45,72,No
3915.4,3915.4,40,No
979.5,979.5,14,No
90.05,90.05,2,No
7432.05,7432.05,66,Yes
4026.4,4026.4,38,Yes
25.3,25.3,1,Yes
1193.05,1193.05,22,Yes
20.1,20.1,1,Yes
398.55,398.55,5,No
1958.45,1958.45,29,No
69.9,69.9,1,Yes
63.15,63.15,3,No
1301.1,1301.1,71,No
484.05,484.05,9,No
4528,4528,43,Yes
3887.85,3887.85,48,No
2208.75,2208.75,26,No
238.15,238.15,9,No
80.8,80.8,1,Yes
958.15,958.15,46,No
118.3,118.3,2,Yes
76.45,76.45,1,Yes
3845.45,3845.45,64,No
1094.5,1094.5,12,Yes
573.75,573.75,6,Yes
1267,1267,59,No
633.45,633.45,7,No
6129.65,6129.65,72,No
1218.25,1218.25,16,No
1405.3,1405.3,25,No
2274.9,2274.9,34,Yes
74.5,74.5,1,Yes
1068.85,1068.85,10,Yes
533.9,533.9,24,No
676.15,676.15,10,No
3804.4,3804.4,69,No
1118.8,1118.8,57,No
5236.4,5236.4,50,No
1386.8,1386.8,28,No
762.25,762.25,16,Yes
1902,1902,25,No
239.05,239.05,3,No
5673.7,5673.7,61,No
39.8,39.8,2,No
997.75,997.75,51,No
5574.35,5574.35,71,No
406.05,406.05,20,No
138.85,138.85,6,No
123.65,123.65,6,No
1801.1,1801.1,29,No
689,689,36,No
790.7,790.7,28,No
582.5,582.5,7,Yes
1618.2,1618.2,63,No
1173.35,1173.35,48,No
900.9,900.9,49,No
2122.05,2122.05,27,Yes
6719.9,6719.9,72,No
69.15,69.15,1,Yes
3784,3784,72,No
1798.65,1798.65,47,No
54.65,54.65,1,No
3886.45,3886.45,36,No
1224.05,1224.05,43,No
2310.2,2310.2,27,No
723.4,723.4,9,Yes
3988.5,3988.5,38,No
3554.6,3554.6,35,No
6034.85,6034.85,59,No
531.6,531.6,27,No
85.1,85.1,2,No
173,173,7,No
2511.95,2511.95,36,No
3893.6,3893.6,41,No
357.15,357.15,13,No
467.5,467.5,19,No
2288.7,2288.7,60,No
4627.85,4627.85,48,Yes
289.1,289.1,3,Yes
6460.55,6460.55,69,No
1931.3,1931.3,43,No
402.6,402.6,11,No
2221.55,2221.55,45,No
7758.9,7758.9,72,No
172.85,172.85,2,Yes
224.5,224.5,12,No
7388.45,7388.45,67,No
3460.95,3460.95,37,No
1700.9,1700.9,39,No
3090.65,3090.65,41,No
1293.8,1293.8,25,No
645.8,645.8,8,No
5224.95,5224.95,71,No
500.1,500.1,5,No
2427.1,2427.1,30,No
3488.15,3488.15,40,No
1035.7,1035.7,54,No
7565.35,7565.35,72,No
2799,2799,28,No
1601.5,1601.5,18,No
85.5,85.5,2,Yes
6256.2,6256.2,59,No
1232.9,1232.9,22,No
19.9,19.9,1,No
1937.4,1937.4,72,No
1096.25,1096.25,14,Yes
5059.75,5059.75,50,No
3023.65,3023.65,48,No
4889.2,4889.2,49,No
2289.9,2289.9,28,No
6503.2,6503.2,68,No
1313.25,1313.25,13,No
990.3,990.3,11,No
228,228,3,Yes
5746.15,5746.15,57,Yes
209.1,209.1,3,Yes
1864.2,1864.2,72,No
5979.7,5979.7,70,No
3902.45,3902.45,49,No
7142.5,7142.5,67,No
902,902,46,No
4481,4481,64,Yes
805.2,805.2,37,No
154.85,154.85,2,Yes
528.45,528.45,13,No
8349.7,8349.7,72,No
4953.25,4953.25,68,No
332.65,332.65,15,No
470.2,470.2,24,No
2259.35,2259.35,24,No
1411.35,1411.35,27,No
593.75,593.75,12,Yes
6328.7,6328.7,71,No
1411.9,1411.9,67,No
6841.4,6841.4,63,No
20.35,20.35,1,No
238.5,238.5,4,No
3233.85,3233.85,40,Yes
1062.1,1062.1,12,Yes
4016.3,4016.3,52,No
226.55,226.55,10,No
7110.75,7110.75,68,No
5440.9,5440.9,54,Yes
235.1,235.1,4,Yes
1958.95,1958.95,52,No
85,85,1,Yes
5528.9,5528.9,70,No
1463.7,1463.7,43,No
1025.05,1025.05,52,No
552.1,552.1,12,No
3815.4,3815.4,56,No
3313.4,3313.4,42,No
1938.9,1938.9,22,No
3014.65,3014.65,51,Yes
460.25,460.25,27,No
4839.15,4839.15,51,No
184.4,184.4,4,Yes
19.9,19.9,1,No
2010.55,2010.55,35,Yes
5139.65,5139.65,71,No
69.2,69.2,1,Yes
1673.4,1673.4,69,No
309.35,309.35,14,No
3171.6,3171.6,57,No
8670.1,8670.1,72,No
916,916,48,No
299.75,299.75,4,No
702.05,702.05,31,No
2354.8,2354.8,38,Yes
3473.4,3473.4,37,Yes
19.65,19.65,1,No
4438.2,4438.2,57,No
4819.75,4819.75,62,No
92.25,92.25,3,No
1567,1567,72,No
1242.45,1242.45,29,No
559.2,559.2,13,No
220.1,220.1,3,Yes
531.15,531.15,11,No
1183.2,1183.2,21,No
465.85,465.85,19,No
6876.05,6876.05,61,Yes
501,501,11,Yes
3782.4,3782.4,35,No
460.2,460.2,25,No
20.2,20.2,1,Yes
1790.35,1790.35,67,No
733.35,733.35,19,Yes
1334,1334,56,Yes
7767.25,7767.25,72,No
876.15,876.15,43,No
4600.95,4600.95,55,No
113.55,113.55,2,Yes
1793.25,1793.25,27,No
886.7,886.7,13,No
7737.55,7737.55,70,No
1348.9,1348.9,14,Yes
1686.85,1686.85,19,No
1879.25,1879.25,20,No
4013.8,4013.8,43,No
434.5,434.5,5,No
7195.35,7195.35,70,No
780.1,780.1,40,No
107.6,107.6,6,No
3801.7,3801.7,39,No
308.7,308.7,4,Yes
438.25,438.25,15,Yes
50.35,50.35,1,Yes
3778.1,3778.1,45,No
3147.5,3147.5,64,Yes
5438.95,5438.95,57,No
5102.35,5102.35,72,No
70.3,70.3,1,Yes
1872.2,1872.2,72,No
213.35,213.35,3,No
5617.75,5617.75,55,Yes
5386.5,5386.5,59,No
1776.95,1776.95,18,Yes
2483.05,2483.05,32,Yes
235.65,235.65,4,No
5224.35,5224.35,66,Yes
2272.8,2272.8,27,No
83.75,83.75,4,No
4663.4,4663.4,60,No
201.7,201.7,8,No
125,125,8,No
684.4,684.4,35,No
620.35,620.35,7,Yes
1146.05,1146.05,53,No
1806.35,1806.35,18,No
603,603,15,No
5798.3,5798.3,67,No
519.15,519.15,6,Yes
497.6,497.6,6,No
1301.7,1301.7,13,Yes
1129.75,1129.75,11,Yes
19.3,19.3,1,No
266.95,266.95,5,No
257,257,13,No
865.8,865.8,9,Yes
2623.65,2623.65,29,No
45.85,45.85,1,No
79.55,79.55,1,Yes
1082.8,1082.8,18,No
147.8,147.8,2,No
2570.2,2570.2,30,No
4378.9,4378.9,66,No
3616.25,3616.25,38,No
2924.05,2924.05,44,No
6014.85,6014.85,54,Yes
32.7,32.7,2,No
2882.25,2882.25,42,No
1509.9,1509.9,58,No
5305.05,5305.05,58,No
2368.4,2368.4,25,Yes
7985.9,7985.9,71,No
3545.35,3545.35,37,Yes
1301,1301,14,Yes
372.45,372.45,4,Yes
2985.25,2985.25,48,No
77.75,77.75,3,Yes
564.35,564.35,8,No
95.45,95.45,1,Yes
1311.75,1311.75,67,No
1135.7,1135.7,13,Yes
2319.8,2319.8,45,Yes
3720.35,3720.35,49,No
5025.8,5025.8,52,No
5224.5,5224.5,63,No
6185.8,6185.8,68,No
1498.55,1498.55,31,No
1208.6,1208.6,64,No
6613.65,6613.65,62,No
69.7,69.7,1,Yes
573.3,573.3,6,Yes
1818.9,1818.9,21,No
1787.35,1787.35,72,No
1051.05,1051.05,32,No
7181.25,7181.25,71,No
3688.6,3688.6,34,No
99.75,99.75,3,Yes
871.4,871.4,12,Yes
780.5,780.5,8,Yes
821.6,821.6,35,No
239.45,239.45,3,No
244.45,244.45,3,No
3357.9,3357.9,53,No
129.6,129.6,4,No
4977.2,4977.2,48,No
365.35,365.35,6,Yes
334.65,334.65,3,Yes
2424.05,2424.05,54,No
43.95,43.95,1,Yes
4981.15,4981.15,62,No
2090.25,2090.25,22,No
45.1,45.1,1,Yes
4905.75,4905.75,51,No
2038.7,2038.7,30,No
4014,4014,56,No
2441.7,2441.7,35,No
2751,2751,64,No
1307.8,1307.8,30,No
383.65,383.65,25,No
2868.05,2868.05,41,Yes
449.75,449.75,9,Yes
53.55,53.55,1,No
7882.5,7882.5,70,No
1087.7,1087.7,57,No
791.7,791.7,9,No
7493.05,7493.05,69,No
4414.3,4414.3,43,Yes
6841.3,6841.3,72,No
819.95,819.95,44,No
6052.25,6052.25,72,No
3361.05,3361.05,33,Yes
4869.5,4869.5,54,No
509.3,509.3,27,No
4308.25,4308.25,54,No
221.1,221.1,3,No
3833.95,3833.95,53,No
69.35,69.35,1,Yes
294.95,294.95,15,No
4092.85,4092.85,56,Yes
316.9,316.9,5,No
2651.2,2651.2,48,No
471.7,471.7,25,No
216.75,216.75,3,Yes
5720.95,5720.95,58,No
503.25,503.25,10,No
69.6,69.6,1,Yes
7365.3,7365.3,71,No
7245.9,7245.9,65,No
385,385,5,Yes
961.4,961.4,28,No
4615.9,4615.9,67,No
3251.3,3251.3,35,No
3880.05,3880.05,72,No
3088.75,3088.75,61,No
1396,1396,68,No
30.5,30.5,1,Yes
53.05,53.05,3,No
6859.5,6859.5,70,Yes
2108.35,2108.35,48,No
6770.5,6770.5,68,No
4730.6,4730.6,47,No
1151.05,1151.05,32,No
232.55,232.55,5,No
1022.6,1022.6,49,No
5121.3,5121.3,48,Yes
1127.2,1127.2,13,Yes
309.4,309.4,15,No
523.1,523.1,12,No
4250.1,4250.1,67,No
770.5,770.5,9,No
246.7,246.7,13,No
3342,3342,38,No
3930.6,3930.6,42,No
1747.85,1747.85,24,Yes
2754.45,2754.45,27,Yes
897.75,897.75,9,No
2780.6,2780.6,49,No
5895.45,5895.45,61,No
2208.05,2208.05,50,No
2196.15,2196.15,25,Yes
1692.6,1692.6,22,Yes
20.5,20.5,1,Yes
265.35,265.35,4,Yes
1836.25,1836.25,18,Yes
6418.9,6418.9,56,Yes
4871.45,4871.45,53,No
4947.55,4947.55,51,No
1558.65,1558.65,24,No
4284.2,4284.2,62,No
1218.25,1218.25,24,No
5617.95,5617.95,70,No
24.2,24.2,1,No
679.85,679.85,16,Yes
554.45,554.45,8,No
5237.4,5237.4,72,No
2032.3,2032.3,23,No
789.2,789.2,31,No
1525.35,1525.35,37,No
2804.45,2804.45,30,Yes
3726.15,3726.15,35,No
1652.1,1652.1,23,No
1588.75,1588.75,20,No
3366.05,3366.05,36,No
778.1,778.1,8,Yes
7113.75,7113.75,71,No
4367.35,4367.35,50,Yes
993.15,993.15,43,No
5012.35,5012.35,57,No
2728.6,2728.6,41,Yes
2093.4,2093.4,27,No
1011.8,1011.8,13,No
106.85,106.85,3,Yes
1343.4,1343.4,67,No
130.1,130.1,3,Yes
6794.75,6794.75,64,No
1022.5,1022.5,26,No
3691.2,3691.2,38,No
486.2,486.2,23,No
4036.85,4036.85,40,Yes
4685.55,4685.55,72,No
256.25,256.25,3,Yes
1917.1,1917.1,23,Yes
74.45,74.45,1,Yes
272.15,272.15,4,Yes
5150.55,5150.55,62,No
3756.4,3756.4,40,No
3645.75,3645.75,41,No
2874.45,2874.45,34,No
49.95,49.95,1,No
1020.75,1020.75,51,No
70.65,70.65,1,Yes
826,826,39,No
239,239,12,No
727.8,727.8,12,Yes
7544.3,7544.3,72,No
6479.4,6479.4,63,No
3626.35,3626.35,44,No
1679.4,1679.4,18,No
403.35,403.35,9,Yes
931.55,931.55,13,No
4326.25,4326.25,68,No
263.05,263.05,6,No
39.25,39.25,2,No
3316.1,3316.1,55,No
75.75,75.75,1,Yes
2625.25,2625.25,38,No
6886.25,6886.25,67,Yes
1495.1,1495.1,19,No
743.3,743.3,12,No
1419.4,1419.4,72,No
1990.5,1990.5,24,No
7362.9,7362.9,72,No
346.45,346.45,11,No
306.6,306.6,4,Yes
6844.5,6844.5,66,No
